,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1368,Liam Payne,First Time,63MtMwfhxUvM2cyUNb5Iux,71,0.114,0.709,192588,0.759,0.000129,5,0.347,-3.811,0,0.0454,148.011,4,0.586
1369,Lady Gaga,La Vie En Rose,3tv3f29zjhzL3kcvQE8tGl,70,0.758,0.276,179760,0.405,0.0,8,0.706,-7.296,1,0.0329,76.18,4,0.335
1370,AJ Mitchell,Used to Be,7FjKU2mfpEpvKIbx8naZRk,66,0.723,0.471,174793,0.474,0.0,5,0.0964,-6.355,1,0.0382,120.656,4,0.262
1371,Shallou,Lie,6QcrReLyoun4xrPVsZ5OJE,61,0.295,0.655,215446,0.427,0.00108,2,0.0788,-11.684,0,0.0799,107.992,4,0.224
1372,Martin Garrix,Dreamer,0wUxh6XMc698xPCfgBaPRV,75,0.0507,0.532,193399,0.639,0.00131,5,0.106,-7.419,0,0.0388,105.0,4,0.198
1373,The Knocks,Ride Or Die (feat. Foster The People),3uJsg8xIH7OpWHxuJaMLJX,66,0.0609,0.648,242035,0.75,4.41e-06,0,0.104,-3.248,1,0.0335,105.03,4,0.556
1374,Queen,Crazy Little Thing Called Love - 2011 Remaster,0xqaviScnf68cFZf0caB4V,62,0.673,0.626,163342,0.762,2.1e-06,7,0.325,-6.846,1,0.0432,76.793,4,0.766
1375,YoungBoy Never Broke Again,We Dem,4rlvqiq90liG5L5gpcUpiq,61,0.0279,0.904,167277,0.642,0.0,8,0.111,-5.302,1,0.268,135.04,4,0.348
1376,Lucky Daye,Roll Some Mo,5ym4GENsMc7VbZVYyulq84,65,0.258,0.405,292885,0.508,0.0479,11,0.142,-9.028,1,0.0596,74.701,4,0.371
1377,Lucas & Steve,Where Have You Gone (Anywhere),3zECQWhwAEydeK9jUTPamo,73,0.00552,0.618,158602,0.767,0.0,5,0.147,-5.024,1,0.0489,124.071,4,0.239
1378,YoungBoy Never Broke Again,2 Hands (feat. Kevin Gates),0ehgF83DN5ToGd9KOOaUyZ,61,0.112,0.815,200493,0.754,0.0,1,0.23,-3.808,1,0.255,150.071,4,0.321
1379,Zara Larsson,Ruin My Life - Piano Version,4Fxj5bX8ZlTGw42BIkFwng,59,0.834,0.65,190080,0.462,0.0,11,0.13,-7.204,1,0.0344,124.94,4,0.463
1380,GOT7,Lullaby,1aDarBap4uQgOt9k4fxWd8,70,0.015,0.727,217486,0.888,0.0,0,0.113,-2.756,1,0.0881,129.993,4,0.726
1381,Zac Brown Band,Someone I Used To Know,1SVqPKwkGssw1ao0Jqmx2b,63,0.000927,0.621,209264,0.746,0.00108,6,0.102,-5.69,0,0.03,107.953,4,0.334
1382,Cuco,Summer Time High Time,7t5MUcFIIayP1M6TNhtWE0,64,0.0435,0.527,208067,0.671,1.74e-05,2,0.125,-3.945,1,0.0355,112.934,4,0.581
1383,Lil Mosey,Trapstar,7yVFtG9hbDaCnW26YeS6D6,64,0.261,0.682,144000,0.662,0.0,7,0.115,-5.782,1,0.0398,159.926,4,0.171
1384,BTS,Anpanman,4lRwa7PKcGIuJMwtPIYKdy,69,0.0237,0.813,232966,0.875,0.0,1,0.288,-2.92,0,0.0918,99.004,4,0.756
1385,Uncle Murda,"Get The Strap (feat. Casanova, 6ix9ine & 50 Cent)",4FC2oIKWbXNOq6NThyFxSQ,67,0.0712,0.611,190514,0.929,0.0,7,0.0379,-3.265,1,0.484,78.072,4,0.587
1386,YoungBoy Never Broke Again,Akbar,357EwLZfD9vuGTZ7dxqumw,61,0.522,0.882,142122,0.71,0.0,10,0.131,-6.688,0,0.157,118.915,4,0.445
1387,Vince Staples,Relay,02sObHgWwieFWa9zWIi6gF,64,0.0524,0.772,137813,0.837,0.0,2,0.585,-3.745,1,0.213,160.024,4,0.27
1388,Russ,Some Time,1vxkXq9ifXIGRqntjvdg3G,64,0.254,0.873,197320,0.473,0.0,0,0.111,-6.529,1,0.0484,119.997,4,0.465
1389,Quavo,BUBBLE GUM,1t5lB6hvOMWdat5NKm29Qx,65,0.114,0.799,196496,0.752,0.0,11,0.109,-3.734,0,0.274,75.98,4,0.763
1390,Hobo Johnson,Peach Scone,4Pj5nvdDibE3sgflD87J2i,63,0.65,0.583,212800,0.408,0.0,7,0.309,-9.125,1,0.564,74.738,3,0.612
1391,Lenin Ramírez,Recordando a Manuel,3JuPa0jxEAacGtz4mAKVZA,67,0.427,0.739,208118,0.744,2.23e-05,10,0.317,-1.589,1,0.0376,120.083,3,0.97
1392,Anuel Aa,Pensando en Ti,3aY5VP7fEtVHfEc1o8eRNK,73,0.37,0.805,179882,0.833,0.0,6,0.0887,-3.723,1,0.0629,93.983,4,0.828
1393,Yung Pinch,20 Years Later,0O3QSqTnODlrpYYb5t8PbD,61,0.234,0.76,215189,0.517,1.12e-06,9,0.113,-7.283,0,0.11,144.972,4,0.545
1394,Rita Ora,Anywhere,6Xy72HZ9nf2jx48dQuF1mA,63,0.0342,0.649,215827,0.743,0.0,11,0.0855,-6.042,0,0.0679,106.915,4,0.344
1395,Rita Ora,New Look,1In3jkWHnGCwK3LzhBGEv8,62,0.325,0.655,154433,0.656,0.0,10,0.16,-3.935,1,0.109,90.965,4,0.641
1396,Madison Beer,Teenager in Love,2IRH2r95UDqvlrrMOgOXjU,67,0.301,0.673,214908,0.579,5.82e-06,0,0.0705,-5.398,1,0.0278,109.976,3,0.578
1397,Kacey Musgraves,Slow Burn,6ET9kf9riLETWs9lePUEAI,64,0.462,0.555,246133,0.43,0.000191,2,0.0869,-9.105,1,0.0295,147.613,4,0.274
1398,BTS,Intro: Singularity,6ePyl2ns4b7MVYhjsj32ZK,68,0.554,0.775,196998,0.271,0.00285,1,0.112,-9.131,0,0.092,104.001,3,0.204
1399,Kanye West,Lift Yourself,3uYDO9dPLTVrgfwg7EYXSf,65,0.0108,0.877,147905,0.435,1.88e-06,0,0.115,-8.131,1,0.136,98.008,4,0.589
1400,Denzel Curry,SUMO | ZUMO,7EHAXZenBzmGCpccWCyg8z,65,0.25,0.822,227373,0.861,7e-05,11,0.164,-8.846,1,0.0832,123.964,4,0.548
1401,Travis Denning,David Ashley Parker From Powder Springs,4fhKaRCxbWXA3BwAr3Zxjx,62,0.131,0.555,210173,0.895,0.0,5,0.0922,-4.787,1,0.0472,138.076,4,0.38
1402,Ozuna,Escape,1PPHqTL7IpYToKeIuA5pi9,68,0.0544,0.742,190400,0.834,7.98e-05,6,0.481,-4.49,0,0.0613,171.986,4,0.743
1403,Kali Uchis,Just A Stranger (feat. Steve Lacy),1HA2V2EfAgJUBVOju4YfiB,64,0.127,0.745,177697,0.672,0.0,9,0.103,-5.738,1,0.0346,108.031,4,0.641
1404,The Paper Kites,Arms,48HT7Zzd3We4ZjG82lsbdK,65,0.932,0.41,203560,0.141,0.0898,2,0.118,-18.564,1,0.0337,149.888,4,0.24
1405,Three Days Grace,Infra-Red,6x5deYIe42rgRbStECDjYQ,66,0.00115,0.568,230933,0.907,0.0,5,0.0982,-4.641,0,0.0488,112.037,4,0.337
1406,BROCKHAMPTON,THUG LIFE,2c09gumRCmu3qmbcqdQbUN,64,0.274,0.576,122987,0.74,3e-06,0,0.0948,-6.195,1,0.0854,159.959,4,0.37
1407,Anne-Marie,Perfect To Me - Back N Fourth Remix,6zuWey0UjMztz2SUAMUqoG,53,0.0293,0.713,211093,0.794,0.000838,5,0.164,-6.126,0,0.0581,123.979,4,0.585
1408,Shinedown,GET UP,1OKQIvaO7yn7R2BpdUFG7D,65,0.0174,0.552,245787,0.935,1.98e-06,0,0.116,-4.096,1,0.0623,74.954,4,0.38
1409,Young Dolph,By Mistake,7tpLBCGQi9oFrfVuaY9gjk,62,0.0393,0.855,179747,0.654,2.06e-05,10,0.1,-6.055,0,0.12,144.003,4,0.241
1410,Q Money,Neat,4Mqc5mST2WfkJvBbOhh5tp,63,0.109,0.858,211013,0.8,0.0,11,0.224,-4.617,0,0.262,119.996,4,0.665
1411,Astron,Simplicity,4RTAQn5xVUfg904qHxkRpY,63,0.963,0.232,156000,0.226,0.931,5,0.198,-18.846,1,0.0388,78.588,4,0.0384
1412,Shawn Mendes,Why,3XeqINnregzwBJNg7RyyH4,68,0.648,0.689,238173,0.416,1.64e-06,0,0.0637,-9.247,0,0.0494,127.031,4,0.248
1413,Rita Ora,Your Song,46xkXPGjR9Ig9BcaTUNus3,62,0.133,0.853,180160,0.571,0.0,1,0.0564,-5.845,1,0.0543,117.991,4,0.958
1414,Noah Cyrus,Team,6C56edNssJGjkPi3BnrGwP,68,0.501,0.663,215467,0.38,0.0,10,0.169,-7.462,1,0.0473,80.077,4,0.476
1415,Kevin Gates,M.A.T.A.,4RwVpiy6oEEF8yo8jigRBq,61,0.0746,0.446,219952,0.732,0.0,1,0.218,-4.876,0,0.279,139.674,4,0.347
1416,6 Dogs,Off The Gas (feat. Lil Skies),3IzrrsRBpu23x95jJo7d5S,63,0.577,0.669,192224,0.42,2.22e-06,10,0.0998,-12.441,1,0.373,159.88,4,0.573
1417,Rita Ora,Keep Talking (feat. Julia Michaels),6ATnRclamgZgq5lx5m566f,59,0.407,0.76,213840,0.443,0.0,1,0.0872,-7.386,1,0.0652,97.025,4,0.522
1418,Kane Brown,One Night Only,5vA0VR0mosr9sj09P5Bo3g,61,0.164,0.649,191787,0.595,0.0,6,0.112,-6.214,0,0.0325,77.996,4,0.686
1419,Pressa,420 in London,1zDwQIp3BgbH9dSmYtPBDH,64,0.0138,0.783,219089,0.694,0.0,10,0.11,-7.008,0,0.358,160.034,4,0.389
1420,Tee Grizzley,Lost and Found (feat. YNW Melly),4b6JWEZfAz9UPQBQaFkCPQ,62,0.0684,0.907,159833,0.683,7.18e-06,5,0.0834,-8.079,1,0.349,89.983,4,0.342
1421,Rita Ora,Hell Of A Life,3zXbx8dO4VvrbRXVMLRQiv,59,0.0235,0.525,235253,0.721,2.66e-06,0,0.0878,-6.453,0,0.045,127.963,4,0.307
1422,John Legend,Have Yourself a Merry Little Christmas (feat. Esperanza Spalding),3yQbBL8hsYtUhXSrmbKq8X,66,0.642,0.319,223240,0.509,0.0,10,0.39,-8.868,1,0.0305,144.55,3,0.427
1423,YoungBoy Never Broke Again,Change,4mLbk7rM6jubIRjgsfeYCI,61,0.472,0.717,156353,0.659,0.0,1,0.1,-4.496,1,0.0637,79.958,4,0.598
1424,Kevin Gates,Wrong Love,5gNnPqfSd5YRh57DjPBqHF,60,0.677,0.669,175686,0.66,0.0,0,0.102,-5.879,1,0.4,77.164,4,0.615
1425,Tory Lanez,KJm,0tMhVRGuPn1rmn3kzVIPLk,64,0.0235,0.709,168361,0.858,0.0,0,0.127,-3.442,1,0.137,160.031,4,0.584
1426,Tay-K,After You,5jJL5w2NQ6YeA4a35xUlYV,62,0.386,0.769,135413,0.427,0.0,0,0.0731,-6.105,1,0.316,149.956,4,0.0393
1427,6LACK,Scripture,6kUZRNGYywoULRpI2QpI6t,64,0.763,0.545,200205,0.606,3.92e-06,4,0.0825,-10.982,0,0.32,91.686,4,0.145
1428,Jon Bellion,Mah's Joint (feat. Quincy Jones),1SefvAcZtoZo22njnX2qy7,62,0.317,0.271,481590,0.474,0.000489,0,0.097,-9.718,1,0.0498,177.907,4,0.362
1429,YoungBoy Never Broke Again,Showdown,3xkuKIezhRHQ3PAjJvvay0,61,0.0794,0.885,150588,0.652,0.0,8,0.12,-5.188,1,0.355,153.039,4,0.611
1430,Rita Ora,Velvet Rope,4UPU0uWyNlniizqZT0EKXK,59,0.472,0.54,235387,0.557,0.0,4,0.308,-4.858,1,0.0515,88.954,4,0.426
1431,Ella Mai,Cheap Shot,5DUPCIO2cmdB6GEOJXsw2Z,63,0.0356,0.769,241296,0.589,1.54e-05,11,0.115,-5.955,1,0.0531,97.923,4,0.294
1432,Rita Ora,Falling To Pieces,6dmbs17zshIj6esLJAqUV0,59,0.00966,0.647,261120,0.703,1.68e-05,3,0.222,-5.871,1,0.0278,91.94,4,0.36
1433,XXXTENTACION,Introduction (instructions),2aOPvzjpMwikBgngKcxsA9,66,0.868,0.678,117483,0.481,0.0,10,0.431,-20.18,0,0.92,88.828,4,0.0684
1434,YBN (Young Boss N*ggas),Bread Winners,7r81Tfgk0ECt7FXPSUrAPd,62,0.0314,0.926,145115,0.535,0.0,5,0.122,-8.778,0,0.273,94.716,4,0.726
1435,Nipsey Hussle,Double Up (feat. Belly and Dom Kennedy) - Bonus Track,4iVD0fTHGxV9JWloujsL3s,63,0.0544,0.604,361280,0.436,0.000242,2,0.162,-8.32,1,0.188,107.978,4,0.239
1436,Shoreline Mafia,Break A Bitch Bacc - Bonus,4FaXLZJb30p63Z49wuOB83,61,0.0111,0.899,144453,0.682,0.0,10,0.0768,-4.738,0,0.236,98.025,4,0.234
1437,Greta Van Fleet,When The Curtain Falls,2ZMI0QNoqU9fQZFirR9WpK,67,0.0358,0.534,222960,0.973,0.238,0,0.0502,-2.845,1,0.0679,95.984,4,0.714
1438,YNW Melly,Mischief On My Mind,3r8zXbAJfqt2NU8tdWWUtH,47,0.142,0.761,267136,0.656,0.0,0,0.104,-7.735,0,0.0364,114.988,4,0.53
1439,Alan Walker,Different World (feat. CORSAK),1ynVxkQjPcDRlJwYkApoNy,70,0.0705,0.607,202902,0.76,0.0,7,0.14,-4.718,0,0.0367,129.971,4,0.349
1440,Kevin Gates,Luca Brasi Freestyle,5XeP8WpyHwaZICxhmf0egF,61,0.206,0.881,243117,0.732,0.0,10,0.225,-3.548,0,0.343,77.013,4,0.304
1441,Logic,Wassup,5KVciTEfXvpcFHR3RFbtJy,63,0.0822,0.795,219480,0.568,0.0,1,0.122,-7.05,1,0.05,139.997,4,0.285
1442,Queen,Now I'm Here - Live at The Hammersmith Odeon,6UzSmURaa506OfZxFZci1J,61,0.142,0.347,265981,0.919,0.00542,9,0.714,-7.39,1,0.139,133.86,4,0.13
1443,YoungBoy Never Broke Again,Deceived Emotions,4SyotGg4HWmpMVGmsj3FoL,60,0.382,0.457,204136,0.714,0.0,9,0.121,-5.61,0,0.231,151.209,4,0.626
1444,David Guetta,Don't Leave Me Alone (feat. Anne-Marie) - EDX's Indian Summer Remix,1mC2UjWt25Oixtqu7C6suL,69,0.0469,0.684,210968,0.818,3.39e-06,4,0.119,-4.477,0,0.128,123.938,4,0.336
1445,Chantel Jeffries,Wait (Featuring Offset & Vory),50phRe11Y2nC2N968jVU53,66,0.769,0.865,169827,0.529,6.6e-06,1,0.104,-7.756,1,0.23,111.982,4,0.649
1446,Michael Bublé,Love You Anymore,7JEUg9KqmpdIE5Nbb9ss66,72,0.869,0.693,182667,0.257,0.0,6,0.11,-7.785,1,0.0356,90.012,4,0.603
1447,BROCKHAMPTON,WEIGHT,6tGwDY47NZVeQ5X83HDK6u,64,0.114,0.451,260093,0.746,6.6e-06,9,0.297,-6.78,1,0.187,160.259,4,0.273
1448,Wifisfuneral,Juveniles (feat. YBN Nahmir),3zCbbePDsZQJ0iHkqGXSjG,62,0.0562,0.625,161698,0.479,0.0,1,0.0715,-8.768,1,0.272,98.027,4,0.555
1449,Shawn Mendes,Particular Taste,4BH9zDv1Ys6kw0j3lU1hTx,68,0.0365,0.968,175573,0.352,0.000103,9,0.0677,-7.122,1,0.121,111.968,4,0.599
1450,Lord Huron,When the Night is Over,4FE9SgxcOoCNuGnaaU8TXz,64,0.0994,0.681,311227,0.419,0.15,6,0.123,-6.156,0,0.0258,95.981,3,0.59
1451,BROCKHAMPTON,DISTRICT,7oYvZtOelvW0mDrcUZ3m67,64,0.0515,0.66,211507,0.738,6.32e-06,8,0.211,-6.728,1,0.0786,122.525,4,0.515
1452,Future,RACKS BLUE,4lc61NBCDzy2srBHDQeTfN,62,0.233,0.868,204311,0.548,2.67e-06,1,0.181,-7.864,1,0.171,139.999,4,0.557
1453,Sheck Wes,Gmail,1oU2vrVzQxqoZJZSw80Ven,63,0.07,0.763,216947,0.708,0.0106,8,0.13,-6.297,1,0.134,160.035,4,0.732
1454,Rita Ora,Cashmere,55sJWbfqyI3XjzNua7Mqk8,58,0.0239,0.747,175573,0.556,0.0,1,0.112,-6.95,1,0.0614,121.994,4,0.647
1455,Lil Pump,Designer,1LXbv9jiTtdBdHadZ317Gt,66,0.205,0.864,144560,0.484,0.0,6,0.248,-9.159,0,0.344,160.052,4,0.534
1456,NAV,Glow Up,09L4qpS3qvz725z6K8yW0M,62,0.105,0.834,160667,0.633,0.0,5,0.125,-7.669,0,0.124,120.056,4,0.257
1457,Bradley Cooper,Too Far Gone,1YWY0dnutW2Zx61OPFyDLF,70,0.0385,0.565,86160,0.482,1.98e-05,7,0.107,-6.621,1,0.0251,67.479,4,0.342
1458,Dan + Shay,Alone Together,3ZsLuJ8uU0lE6rGTkDaqEg,62,0.00527,0.541,171440,0.87,0.0,1,0.0867,-4.741,1,0.122,179.975,4,0.665
1459,Zara Larsson,Ruin My Life - Steve James Remix,0Fc9QSMX6fgEBgDjUax7t7,43,0.0103,0.723,177097,0.837,0.000477,11,0.0834,-6.487,1,0.0389,123.952,4,0.643
1460,Morgan Wallen,The Way I Talk,21LRaD9rB3v7p7DDCZsW4y,62,0.0498,0.604,208280,0.879,0.0,4,0.0936,-3.389,1,0.0323,137.993,4,0.765
1461,Janelle Monáe,Make Me Feel,5gW5dSy3vXJxgzma4rQuzH,63,0.132,0.859,194230,0.413,0.0,1,0.334,-7.399,1,0.182,115.035,4,0.697
1462,Bring Me The Horizon,wonderful life (feat. Dani Filth),1kq5dLuzkRLgemasnkUg9G,71,0.000416,0.406,274403,0.964,0.000231,6,0.401,-4.076,1,0.206,173.058,4,0.406
1463,Zara Larsson,Ruin My Life - Futosé Remix,2KOJMG498jUMzTq4uhWBPl,48,0.0264,0.766,284890,0.677,0.0,6,0.0381,-4.122,1,0.0662,121.977,4,0.489
1464,Kina,Baby You're Worth It,6vJ6FR4WtlKSxe8lmh3F1C,66,0.685,0.695,130926,0.253,0.14,2,0.105,-15.884,1,0.0461,120.033,4,0.264
1465,Night Lovell,Joan of Arc,5mrOnabhXnvCf5vFF7NJhG,65,0.00375,0.915,145161,0.668,0.00241,1,0.253,-2.52,1,0.04,124.053,4,0.0387
1466,Calvin Harris,Promises (with Sam Smith) - David Guetta Remix,3Lv3frZVXU7Q0JEFvLIzWW,71,0.186,0.588,190417,0.697,0.000219,3,0.103,-4.744,0,0.0372,125.157,4,0.225
1467,Sia,I'm Still Here,5KGTKwOePys7aH4o6EzXEP,72,0.00697,0.437,241910,0.719,3.86e-05,6,0.0765,-4.569,0,0.0376,169.976,4,0.284
1468,John Legend,A Good Night,7gevvAspxft2qQmcvJjNBH,69,0.104,0.53,203453,0.707,0.0,10,0.105,-5.516,1,0.203,109.827,4,0.696
1469,Aminé,BLACKJACK,6U9OkV9oa8kN8LyBGf3wvJ,64,0.184,0.962,117307,0.563,0.0,2,0.059,-6.372,1,0.246,131.023,4,0.899
1470,Hippo Campus,Bambi,5dmPNuHmRRJuHmJTDa7NuJ,61,0.0661,0.739,194400,0.471,9.78e-05,8,0.116,-8.456,1,0.0436,90.002,4,0.31
1471,Leona Lewis,One More Sleep,1kCMRwtyaXZRWhe2scYcBL,66,0.497,0.641,239600,0.794,0.0,11,0.329,-4.906,1,0.0369,112.994,4,0.767
1472,Key Glock,Walking Ticket,4NhKxM6ciVXxdckOwm1MYZ,55,0.00166,0.928,186453,0.552,0.0,1,0.114,-6.769,1,0.357,143.998,4,0.328
1473,A R I Z O N A,What She Wants,4uf9vttaZb5rehtxzrL4Dx,65,0.0162,0.715,205100,0.656,0.000501,5,0.0882,-6.154,1,0.0259,126.01,4,0.423
1474,chillchild,In and Out of Dreams,4BoGC3LiglDjEmj2cXQQgL,62,0.935,0.197,147004,0.0971,0.654,5,0.105,-22.423,1,0.0465,67.689,5,0.0344
1475,Louis The Child,Shake Something (feat. Joey Purp),6mUwMth1MQT8NVSMI7lKjx,62,0.0926,0.895,193513,0.526,0.00539,10,0.586,-7.969,0,0.183,87.993,4,0.202
1476,Boombox Cartel,Moon Love,5LCaw96SsbpHAQFAcbFwbI,65,0.0168,0.706,243692,0.935,4.62e-05,6,0.106,-2.418,1,0.0565,130.001,4,0.214
1477,BTS,Tear,6L1rxT6NUotot2AAiLXGLj,68,0.327,0.711,284981,0.903,0.0,6,0.0887,-2.723,0,0.247,140.015,4,0.467
1478,Backstreet Boys,Chances,5J783SDlyitqvLFAzTm0jU,71,0.0178,0.551,172627,0.755,0.0,11,0.466,-6.255,1,0.0678,109.835,4,0.296
1479,Old Dominion,Bad At Love - Recorded at Sound Stage Studios Nashville,1kTugNMVMbaQep1srMua2q,62,0.292,0.767,181000,0.677,0.0,5,0.292,-4.668,1,0.0332,119.954,4,0.591
1480,The Chainsmokers,Side Effects,2R1SAwD9ghptx1fA9kg1q9,71,0.0013,0.662,173840,0.741,0.0,8,0.566,-5.256,1,0.0317,110.032,4,0.532
1481,(G)I-DLE,LATATA,2ezKXygNO30pXyDQXkm6oD,71,0.00427,0.774,202773,0.792,1.15e-06,9,0.283,-4.019,0,0.224,98.1,4,0.505
1482,Maluma,Marinero,6x5LBP3nYXVdIDoomChGr3,74,0.683,0.58,189133,0.491,0.0,7,0.122,-5.156,1,0.0473,83.81,4,0.843
1483,SAINt JHN,N***a Sh*t (Swoosh),1yKj60nSSQGVuZMhj0huDa,64,0.00531,0.732,187035,0.712,2.04e-06,1,0.135,-4.751,1,0.091,153.967,4,0.554
1484,Piso 21,Te Amo,2RVrdr062uLFxXwIxwdXPH,79,0.0204,0.849,201122,0.724,5.98e-06,5,0.235,-4.139,1,0.0665,98.005,4,0.63
1485,Kanye West,Wouldn't Leave,1nGoy0cEj0extAwXYNYTWd,64,0.495,0.556,205547,0.432,0.0,3,0.308,-8.551,1,0.545,164.235,4,0.352
1486,Chris Lake,Turn off the Lights (feat. Alexis Roberts),29vo9RUjxgZWXWGTpD8f4m,67,0.0467,0.824,210547,0.745,3.29e-05,11,0.198,-5.49,0,0.0755,125.013,4,0.888
1487,El de La Guitarra,Tinta y Plomo,1CJoATnCszv00FT1CEnLPx,63,0.0559,0.513,193744,0.569,0.0,6,0.138,-7.518,0,0.0278,63.263,4,0.666
1488,Sigala,Lullaby,5xzCzOAOfRi4DOttSzvznR,75,0.0784,0.725,204022,0.834,1.27e-05,5,0.0834,-3.913,0,0.037,120.026,4,0.859
1489,Gregory Alan Isakov,San Luis,7gDNQLV9cr8449LFrQbk5J,65,0.86,0.567,272347,0.434,0.257,7,0.115,-12.755,0,0.0349,82.459,4,0.254
1490,Xavier Omär,Blind Man,0DQQRJ4sR3pxwom9L7D7QR,63,0.453,0.89,242196,0.523,1.58e-06,6,0.0831,-8.526,1,0.056,111.031,4,0.345
1491,Kid Ink,Big Deal,21Uv9wZMze08ZY0JnA5JUu,63,0.00988,0.72,159881,0.735,0.0,0,0.162,-3.188,1,0.055,160.093,4,0.243
1492,Juke Ross,Fresh Roses,05RmevbSKDvHHKpYBoXYfR,69,0.65,0.763,201093,0.296,0.0,1,0.135,-10.611,0,0.0457,90.959,4,0.206
1493,Conan Gray,Generation Why,7tNhwv2FmI6a1mgIReSXR6,64,0.316,0.565,217383,0.682,1.54e-05,9,0.147,-8.215,1,0.0723,81.985,4,0.594
1494,Kelsea Ballerini,I Hate Love Songs,0Sbeihd75SGitymHS8Bqbh,60,0.252,0.386,191187,0.446,0.0,11,0.18,-7.807,1,0.0297,179.995,3,0.4
1495,Why Don't We,In Too Deep,6z3OqZBR4v3w6s0w6dSVhF,64,0.256,0.658,194507,0.442,0.0,5,0.2,-6.688,0,0.0566,152.023,3,0.249
1496,BROCKHAMPTON,TONYA,0QV83q2vzzOM4uODVyXf7i,63,0.506,0.6,283000,0.562,9.24e-06,7,0.159,-7.721,0,0.299,79.94,4,0.0393
1497,Hayley Kiyoko,Curious,5btaVjrLBxTvXNmCv5DrW2,64,0.0753,0.788,183280,0.703,6.13e-05,1,0.333,-5.986,0,0.127,104.049,4,0.442
1498,Plan B,Ella Fuma,4IYxcqhcFFJ025qfWJeulF,75,0.101,0.8,271515,0.729,0.0,9,0.316,-2.897,0,0.144,171.976,4,0.836
1499,Lauren Daigle,Turn Your Eyes Upon Jesus,5KH55BmbdrXCUCVlzwx6YZ,61,0.777,0.617,389760,0.426,0.00832,9,0.125,-6.914,1,0.0325,77.972,4,0.235
1500,Anuel Aa,Tú No Lo Amas,5Wr2fVAVxcEfFwvJhIInH7,68,0.703,0.739,214125,0.733,0.0,1,0.117,-3.933,1,0.0818,128.271,4,0.389
1501,Jaden Smith,Better Things,5uONhK4CTwHMzCzrIeTX6N,64,0.277,0.81,109733,0.543,0.0,11,0.308,-6.147,0,0.22,79.973,4,0.445
1502,Welshly Arms,Legendary,2bDENJyfbxj0neGiXUFvIX,71,0.0458,0.537,232173,0.656,2.54e-06,11,0.112,-5.863,0,0.0411,141.873,4,0.45
1503,Clean Bandit,Symphony (feat. Zara Larsson),72gv4zhNvRVdQA0eOenCal,60,0.239,0.715,212733,0.605,1.41e-05,0,0.189,-5.128,0,0.0428,122.956,4,0.454
1504,Clean Bandit,Out at Night (feat. KYLE & Big Boi),7DKSHIR389td3F1MrTOerW,57,0.0906,0.736,234547,0.71,6.1e-05,5,0.216,-7.138,0,0.0429,105.005,4,0.334
1505,Anne-Marie,Perfect To Me,0DC7Zs2qvAbNK1owWQ4mlL,76,0.0889,0.604,197853,0.546,0.0,8,0.0734,-5.691,1,0.151,179.847,4,0.402
1506,Calum Scott,You Are The Reason - Duet Version,2RKbu8lkD0IifqLRfpEQUR,72,0.444,0.391,190300,0.327,0.0,10,0.15,-8.741,1,0.0294,171.709,3,0.125
1507,YoungBoy Never Broke Again,We Poppin (feat. Birdman),3LIOgFJ7ZU3VzfIydq1Bfr,59,0.0215,0.719,245175,0.608,0.0,8,0.362,-7.645,1,0.166,77.919,4,0.234
1508,NCT,BOSS,0ErzcmZ2gIwX7X0xSMQPix,68,0.0233,0.787,210641,0.543,0.0,10,0.0861,-6.7,0,0.037,99.026,4,0.332
1509,Brynn Elliott,Might Not Like Me,6jjthaSazWJUHKzNkkEDkQ,63,0.284,0.88,196320,0.675,0.0,4,0.103,-5.035,1,0.0359,114.022,4,0.561
1510,Playboi Carti,Lean 4 Real (feat. Skepta),1JgkiUg9mSXSwcb5Gbi4Ur,62,0.0303,0.754,177027,0.777,0.0,7,0.362,-5.077,1,0.0665,75.98,4,0.159
1511,Elevation Worship,Here Again,1wuqCUWHniGdEmOKZbQ1cg,63,0.0128,0.124,405914,0.437,0.0,2,0.12,-8.21,1,0.0409,80.889,5,0.103
1512,Too $hort,"Save All That Love (feat. Mozzy, Mistah F.A.B. & Nef The Pharaoh)",2hCsQb0CB2zk6L4tFzX0vQ,61,0.049,0.661,212451,0.916,0.0,0,0.0997,-6.032,0,0.248,95.989,4,0.776
1513,A Boogie Wit da Hoodie,Odee,7CWVlixMNe3SDHl4mhDC8Q,62,0.208,0.854,160868,0.48,0.0,9,0.127,-7.388,0,0.293,86.049,4,0.293
1514,Au/Ra,Panic Room,3MkuFR7t25mu7Iscp6GGiV,72,0.0259,0.578,214483,0.883,0.0706,10,0.118,-6.423,1,0.0298,122.987,4,0.255
1515,5 Seconds of Summer,Moving Along,4UQajPk0EPvbwWTl0fYi4C,66,0.00529,0.713,197518,0.829,0.0,11,0.221,-4.297,0,0.203,149.996,4,0.845
1516,Lauv,Easy Love,732Sqj2piYPhdMPENP4axz,65,0.302,0.745,224449,0.481,3.67e-06,2,0.0808,-8.291,1,0.054,137.001,4,0.229
1517,Why Don't We,Friends,0GmfYAOe7Y3vIv4lKdaeOA,65,0.236,0.869,214133,0.703,1.03e-06,8,0.16,-4.862,0,0.0371,96.995,4,0.631
