,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_id,genres,artist_popularity,image
1733,Au/Ra,Panic Room,3MkuFR7t25mu7Iscp6GGiV,72,0.0259,0.578,214483,0.883,0.0706,"A♯, B♭",0.118,-6.423,Minor,0.0298,122.987,4,0.255,1eMmoIprPDWeFdB1FxU6ZV,['deep pop edm'],74,https://i.scdn.co/image/0449b882ac70e81ba43f76b2df33cfad82c2f56a
1734,$uicideBoy$,HUNG UP ON THE COME UP,6OB7Xp69uSWA4vDwcKgEDA,63,0.119,0.905,89208,0.817,0.0,"C♯, D♭",0.15,-4.26,Minor,0.397,140.083,4,0.8,1VPmR4DJC1PlOtd0IADAO0,['underground hip hop'],84,https://i.scdn.co/image/2785482f610e4768cc4592ff3fa0f876591f16df
1735,Kid Ink,Big Deal,21Uv9wZMze08ZY0JnA5JUu,63,0.00988,0.72,159881,0.735,0.0,C,0.162,-3.188,Minor,0.055,160.093,4,0.243,6KZDXtSj0SzGOV705nNeh3,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",76,https://i.scdn.co/image/8af7d1b21d022b4b0540a2ea1d7f6ad941e629a0
1736,Enrique Iglesias,EL BAÑO,2vvdTrdryjsl8DmPIMDWZU,72,0.132,0.719,228139,0.842,0.0,"F♯, G♭",0.105,-3.562,Major,0.0383,90.017,4,0.534,7qG3b048QCHVRO5Pv1T5lw,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'pop quebecois', 'tropical']",80,https://i.scdn.co/image/4c723d629fd621c9de4e4df4583ab2ff6a6d3656
1737,"nothing,nowhere.",hammer,2Y4ol1FiPdSPMwaEMJgXMN,63,0.114,0.653,204000,0.78,3.23e-06,F,0.117,-7.253,Major,0.0663,179.928,4,0.26,7FngGIEGgN3Iwauw1MvO4P,"['emo rap', 'lo-fi beats', 'underground hip hop']",64,https://i.scdn.co/image/bd3bf91a2cd5f19af5d6ae66cedd54e235550d66
1738,Ave Air,Soft Upon Your Face,49LQIdr4hToVH3JdvzTQYC,66,0.957,0.189,194836,0.0854,0.918,"G♯, A♭",0.118,-22.918,Minor,0.0496,161.119,3,0.0363,2P6DMnuFgtU6UWuxTcF5nU,[],59,https://i.scdn.co/image/b1e85d2e03aa59bbabf65141c981375d60423d59
1739,TobyMac,Everything,452Q2BzTFo0st9C4oXgtmi,61,0.0287,0.8,200840,0.681,0.0,B,0.101,-4.486,Major,0.0574,112.495,4,0.72,5VX8hxrcfJWwaTLiqGUHG3,"['anthem worship', 'ccm', 'christian alternative rock', 'christian hip hop', 'christian music', 'christian rock', 'worship']",70,https://i.scdn.co/image/4288a50c1314ebe25996f1d13826164f7d2e8cd6
1740,Aminé,WHY?,4qV3FpOX5NQbghsnmx3wKX,62,0.19,0.658,226947,0.59,0.0106,B,0.216,-8.56,Minor,0.298,152.729,4,0.223,3Gm5F95VdRxW3mqCn8RPBJ,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'rap']",80,https://i.scdn.co/image/c1ec6da0896ff7efe6fd63ea6894c0bf44dbfaf6
1741,5 Seconds of Summer,Moving Along,4UQajPk0EPvbwWTl0fYi4C,66,0.00529,0.713,197518,0.829,0.0,B,0.221,-4.297,Major,0.203,149.996,4,0.845,5Rl15oVamLq7FbSb0NNBNy,"['boy band', 'dance pop', 'pop', 'post-teen pop']",85,https://i.scdn.co/image/f60b24c9bbe05579f8a9f1210c9805d1ed2a65dc
1742,Lauv,Easy Love,732Sqj2piYPhdMPENP4axz,65,0.302,0.745,224449,0.481,3.67e-06,D,0.0808,-8.291,Minor,0.054,137.001,4,0.229,5JZ7CnR6gTvEMKX4g70Amv,"['dance pop', 'electropop', 'pop', 'post-teen pop']",84,https://i.scdn.co/image/f5dc2030e6e57a6909eb13944c807717b5a046b1
1743,Daya,Safe,12wAQ0HNbJWVrVJA3woXDb,68,0.089,0.412,200661,0.696,0.0,C,0.138,-3.681,Minor,0.0508,87.622,4,0.376,6Dd3NScHWwnW6obMFbl1BH,"['dance pop', 'electropop', 'pop', 'post-teen pop']",76,https://i.scdn.co/image/57c5bf3d7a1edf968fb4b70abccef0d5151505cb
1744,Lauren Daigle,Turn Your Eyes Upon Jesus,5KH55BmbdrXCUCVlzwx6YZ,61,0.777,0.617,389760,0.426,0.00832,A,0.125,-6.914,Minor,0.0325,77.972,4,0.235,40LHVA5BTQp9RxHOQ9JPYj,['christian music'],78,https://i.scdn.co/image/f4fd5e9d088eadfd7995cd922d1040642ad315d6
1745,Becky G,Zooted (feat. French Montana & Farruko),3clw56k8jqFaXnwdejV4Yo,68,0.267,0.815,217652,0.626,1.31e-05,"F♯, G♭",0.275,-5.139,Minor,0.103,109.989,4,0.571,4obzFoKoKRHIphyHzJ35G3,"['latin pop', 'latin viral pop', 'pop', 'reggaeton']",88,https://i.scdn.co/image/35682c75f8013ec5393b3d2adb4c4575c4d21e57
1746,Bebe Rexha,I Got You,2jB9QaPJyVdz2Q0Va8rrnU,63,0.0498,0.606,191787,0.887,3.47e-06,A,0.0958,-4.782,Major,0.052,97.972,4,0.349,64M6ah0SkkRsnPGtGiRAbb,"['dance pop', 'pop', 'post-teen pop']",87,https://i.scdn.co/image/2b2cf6697d742a48445ac00c1d5b135cc2b8089a
1747,Tayla Parx,Runaway (feat. Khalid),6mXMILvElYiWu4fa9oaJXe,64,0.0688,0.626,238033,0.527,0.000214,G,0.372,-9.371,Minor,0.109,151.657,4,0.227,1LzWWI9v4UKdbBgz8fqi15,[],55,https://i.scdn.co/image/9f39f7bfc0eecde9f40c8125aba4d5ea59b8fb6c
1748,Troye Sivan,Plum,4FtGhkcEHma8WjuzFYSr2o,65,0.0123,0.693,185977,0.594,6.25e-05,"F♯, G♭",0.0764,-7.323,Major,0.0469,96.973,4,0.565,3WGpXCj9YhhfX11TToZcXP,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",83,https://i.scdn.co/image/6344b8eaca2f7d125e05594807f00c244be205a5
1749,Bhad Bhabie,Trust Me (feat. Ty Dolla $ign),0U9FwCnODOJI8uhqbfDEUM,64,0.303,0.803,193536,0.482,0.0,"F♯, G♭",0.0923,-8.771,Minor,0.0832,150.029,4,0.594,7DuTB6wdzqFJGFLSH17k8e,"['pop', 'trap queen']",71,https://i.scdn.co/image/d50a3a130ddc71d937aec1b00d1ea4a37488676a
1750,YoungBoy Never Broke Again,We Poppin (feat. Birdman),3LIOgFJ7ZU3VzfIydq1Bfr,59,0.0215,0.719,245175,0.608,0.0,"G♯, A♭",0.362,-7.645,Minor,0.166,77.919,4,0.234,7wlFDEWiM5OoIAt8RSli8b,['trap music'],85,https://i.scdn.co/image/70f331108f3e71cef347c74faa2c07bb783d86fd
1751,Vince Staples,Tweakin',6b6liLOZhXdOfFBFVN5KNK,62,0.353,0.87,186400,0.62,2.78e-06,A,0.114,-5.382,Major,0.186,133.968,4,0.258,68kEuyFKyqrdQQLLsmiatm,"['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'underground hip hop']",77,https://i.scdn.co/image/445cba8deab3e4758f79a4f410b398fd35bcdfc1
1752,Tinashe,Like I Used To,3fMKnwiByu9yfeD5ISn9Et,65,0.571,0.717,187537,0.599,8.99e-06,B,0.102,-6.156,Minor,0.115,159.78,4,0.385,0NIIxcxNHmOoyBx03SfTCD,"['dance pop', 'deep pop r&b', 'electropop', 'indie r&b', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",74,https://i.scdn.co/image/61fd9f0f395555e9a0f4611aafb054ffcb785a15
1753,6 Dogs,Buttcheeks,694J4C7mBU2dWxQBphFslt,61,0.163,0.713,187681,0.366,0.00022,B,0.107,-13.424,Minor,0.251,145.963,4,0.415,3Ps6le7tj5BdNtdnfNgTU4,"['emo rap', 'underground hip hop', 'vapor trap']",67,https://i.scdn.co/image/a85b53d9cfe73d1ade0eb8162210772d748ffb0a
1754,Derez De’Shon,Fed Up,1WA7xpYin8w1cAWPYDhppE,59,0.48,0.538,173187,0.439,0.0,D,0.174,-6.562,Major,0.184,147.552,4,0.325,1C5vXvYnmVVTKw4GVCKGzM,"['deep southern trap', 'deep trap', 'trap music']",63,https://i.scdn.co/image/dd25111ed116879614723278bed89799294c23c5
1755,ayokay,Sleepless Nights,4PUWpNtDejQwwa80LjvxXl,63,0.0563,0.663,197880,0.696,6.25e-06,B,0.226,-5.994,Minor,0.0349,139.98,4,0.449,4BzCdhJTyTS3gumq9xmymb,"['electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul']",66,https://i.scdn.co/image/10848b357675438540f8102b05ac71976f3a5751
1756,Bad Bunny,Vamos Pa' La Calle,4Yk3S2fj55EIP6GaFjghSn,65,0.544,0.728,207480,0.877,0.0,"F♯, G♭",0.316,-3.552,Major,0.176,88.024,4,0.78,4q3ewBCX7sLwd24euuV69X,"['reggaeton', 'trap latino']",94,https://i.scdn.co/image/22590f4021a00d1cad0821cc46a54395960342ee
1757,Vertical Worship,Yes I Will,5vMzNmHm2ec2zrqiYhkQzZ,61,0.0561,0.43,234731,0.708,0.0,C,0.704,-7.14,Minor,0.0336,75.024,4,0.243,6N6Sk9XOoHsadAGYR44C2o,"['anthem worship', 'ccm', 'christian music', 'world worship', 'worship']",61,https://i.scdn.co/image/7a61beb148dceec47e0a69fb76472b8c48291a43
1758,Why Don't We,Friends,0GmfYAOe7Y3vIv4lKdaeOA,64,0.236,0.869,214133,0.703,1.03e-06,"G♯, A♭",0.16,-4.862,Major,0.0371,96.995,4,0.631,2jnIB6XdLvnJUeNTy5A0J2,"['boy band', 'dance pop', 'pop', 'post-teen pop']",78,https://i.scdn.co/image/c0a7c72ab1199a02eaab69d995c0e90adef656d3
1759,Noah Kahan,Hurt Somebody,7apizLyhMRutg3ccXvr2qv,60,0.338,0.633,168640,0.559,0.0,"F♯, G♭",0.262,-5.135,Minor,0.313,114.983,4,0.473,2RQXRUsr4IW1f3mKyKsy4B,"['indie anthem-folk', 'indie cafe pop', 'neo mellow', 'pop']",72,https://i.scdn.co/image/ecc0887ebfcd18454d7126f6eee8291c8e82f4d3
1760,Joy Williams,The Trouble with Wanting,0a1Jael2mnrkLTyPetixjh,64,0.912,0.396,235587,0.198,0.0,D,0.0972,-9.096,Minor,0.031,138.624,3,0.19,4TCXgdDPm10ensLNCVnIYa,"['acoustic pop', 'folk-pop', 'indiecoustica']",62,https://i.scdn.co/image/40ab1c0e5c1a0ef79b9ac6a5dec35d98d29dcdad
1761,George Ezra,Paradise,38zwkK6TtTjIW9tpYBfZ3D,77,0.209,0.642,222045,0.881,0.0,B,0.21,-3.537,Minor,0.0393,138.03,4,0.913,2ysnwxxNtSgbb9t1m2Ur4j,['neo-singer-songwriter'],83,https://i.scdn.co/image/f145882e808633707759012c6417264f657304be
1762,Lauren Daigle,Rebel Heart,3wz5E9rhjzBlp0Id2Kx6wc,61,0.936,0.306,246760,0.103,4.02e-06,C,0.117,-10.744,Minor,0.0323,84.27,1,0.282,40LHVA5BTQp9RxHOQ9JPYj,['christian music'],78,https://i.scdn.co/image/f4fd5e9d088eadfd7995cd922d1040642ad315d6
1763,Anuel Aa,Modo de Avión,6BCEo2rSKFYVubwhXl9KxK,68,0.315,0.779,220500,0.591,6.63e-05,"G♯, A♭",0.129,-7.056,Minor,0.04,119.961,4,0.414,2R21vXR83lH98kGeO99Y66,"['reggaeton flow', 'trap latino']",93,https://i.scdn.co/image/4509904d06389d8248b94d1c719f957f659a13e3
1764,GAWVI,Fight for Me,6ox0BtzYRNG5RmuWvHQeGE,61,0.321,0.681,203058,0.599,0.0,"C♯, D♭",0.207,-6.221,Minor,0.065,159.924,4,0.477,0oPd8f0W82Tgrazx2PYNab,"['christian hip hop', 'christian trap', 'miami hip hop', 'rap cristiano']",61,https://i.scdn.co/image/4177f3a99f6770f153954e5af6a896fe4b3dff07
1765,BROCKHAMPTON,TONYA,0QV83q2vzzOM4uODVyXf7i,63,0.506,0.6,283000,0.562,9.24e-06,G,0.159,-7.721,Major,0.299,79.94,4,0.0393,1Bl6wpkWCQ4KVgnASpvzzA,"['boy band', 'hip hop', 'indie r&b', 'pop rap', 'rap']",80,https://i.scdn.co/image/707005c12d76bbdda637980fc187461438487c86
1766,Shawn Mendes,Use Somebody - Recorded at Spotify Studios NYC,5My4LtZW8JQJoKFDWodqIt,69,0.35,0.366,176587,0.519,0.0,F,0.145,-6.066,Minor,0.0331,124.632,4,0.308,7n2wHs1TKAczGzO7Dd2rGr,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",90,https://i.scdn.co/image/8f0e2c4b3c87f144fbbd33e622526259c11a3c64
1767,Bazzi,Cartier,2v6zKkf71lJYTHOmsKo02e,62,0.243,0.481,172496,0.547,0.0,A,0.521,-5.894,Minor,0.349,91.019,4,0.457,4GvEc3ANtPPjt1ZJllr5Zl,"['dance pop', 'pop', 'post-teen pop', 'rap']",84,https://i.scdn.co/image/352023cea50739e7b762ac5f895cfb1b1b506908
1768,Rascal Flatts,Back To Life,7Lr4XaxGpkAwa37IVgg22k,62,0.191,0.467,214219,0.701,0.0,E,0.0769,-4.997,Minor,0.0302,132.041,3,0.28,0a1gHP0HAqALbEyxaD5Ngn,"['contemporary country', 'country', 'country road', 'pop rock']",73,https://i.scdn.co/image/368476aa5a79258be59e8cfd28b4107cf2fd674b
1769,Bhad Bhabie,Geek'd (feat. Lil Baby),3nQQotHU6YtE0Z4kiMNoW8,64,0.478,0.845,134229,0.613,1.06e-06,A,0.115,-7.1,Major,0.253,164.076,4,0.25,7DuTB6wdzqFJGFLSH17k8e,"['pop', 'trap queen']",71,https://i.scdn.co/image/d50a3a130ddc71d937aec1b00d1ea4a37488676a
1770,Tech N9ne,F.T.I. 2.0,6Dlj0Xj7mDLPuSRfpEN0NH,52,0.325,0.578,180727,0.887,0.0,"C♯, D♭",0.578,-5.543,Minor,0.278,93.963,4,0.373,6UBA15slIuadJ8h2lPRPos,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",73,https://i.scdn.co/image/51f88e794401a338e9df945883c3c6a081451a63
1771,"Tyler, The Creator",Whoville,0W4FJRyxu6MKl8kKk3p3sj,62,0.947,0.495,73867,0.271,0.706,A,0.0929,-10.082,Minor,0.0465,180.3,3,0.201,4V8LLVI7PbaPR0K2TGSxFF,"['hip hop', 'pop rap', 'rap']",82,https://i.scdn.co/image/26e10f3fd0573e87a83e6611428b01420865d1f9
1772,Michael W. Smith,Surrounded (Fight My Battles),73u7dTjaBTMyvs3KWOThGR,62,0.0514,0.483,300027,0.556,0.163,"A♯, B♭",0.0981,-8.296,Minor,0.0323,140.001,4,0.231,5aBxFPaaGk9204ssHUvXWN,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'world worship', 'worship']",64,https://i.scdn.co/image/3708bb38da696479c22a6f0e88345750c8d9d348
1773,Mariah Carey,A No No,7qg349cIMHC1syfpyQZtJ4,64,0.136,0.769,187773,0.718,0.0,D,0.0746,-5.504,Minor,0.164,89.994,4,0.705,4iHNK0tOyZPYnBU7nGAgpQ,"['dance pop', 'pop', 'r&b', 'urban contemporary']",87,https://i.scdn.co/image/1dbdc3d7ad81455c46f26b820950a00795430ea0
1774,Rudimental,Walk Alone (feat. Tom Walker),0ySwEFQoOhVaGBky9iCdFJ,73,0.156,0.576,205409,0.719,0.0,B,0.305,-5.163,Minor,0.0397,94.921,4,0.545,4WN5naL3ofxrVBgFpguzKo,"['dance pop', 'edm', 'liquid funk', 'pop', 'pop rap', 'tropical house', 'uk funky']",79,https://i.scdn.co/image/27240f4712a3f505de92614b4ed538a88bf09253
1775,Denzel Curry,SUPER SAIYAN SUPERMAN | ZUPER ZA1YAN ZUPERMAN,3HXSQWIyz7CUEI96kUurwn,62,0.0543,0.76,132813,0.715,9.07e-06,"C♯, D♭",0.119,-7.128,Minor,0.0428,142.035,4,0.0479,6fxyWrfmjcbj5d12gXeiNV,"['drill', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap music', 'underground hip hop', 'vapor trap']",76,https://i.scdn.co/image/2d7e629eec915076c2260f04b993d5d3f22fac10
1776,Riley Green,There Was This Girl,4ivJ1KEoJ6S93JbSWvOME1,60,0.00191,0.609,194480,0.884,0.0,"C♯, D♭",0.109,-4.235,Minor,0.034,127.974,4,0.949,2QMsj4XJ7ne2hojxt6v5eb,['lift kit'],58,https://i.scdn.co/image/d09e56b19c66b6480099379af8d1a504ffaf7910
1777,for KING & COUNTRY,God Only Knows,4ElNxglBjcrASiGn58t9Jm,61,0.395,0.597,229760,0.417,8.35e-06,D,0.128,-7.952,Minor,0.0502,143.839,4,0.263,3sDbKMebVH2VYcRSl7u1VC,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'world worship', 'worship']",70,https://i.scdn.co/image/1bb4389aaa6bfe6f273b0c040e5ae8485364f964
1778,Jason Mraz,Let's See What The Night Can Do,3dglCYsVMjPbDlU2CC9Vq7,67,0.27,0.392,245187,0.423,0.0,G,0.117,-7.813,Minor,0.0348,113.537,4,0.288,4phGZZrJZRo4ElhRtViYdl,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",81,https://i.scdn.co/image/0139b01c55d497621fa5e31621ef51e004c7e168
1779,BTS,Let Go,1OqDvYVDhJyFZny7XlfIyZ,67,0.17,0.558,299707,0.863,0.0,E,0.289,-3.53,Minor,0.178,173.908,4,0.388,3Nrfpe0tUJi4K4DXYWgMUX,['k-pop'],91,https://i.scdn.co/image/0c9057cb30520f9f883a220051260fc66a2f3ffa
1780,Tyga,Sip A Lil (feat. Gucci Mane),6MPR32vGG1AaQMYOfqvyqx,65,0.118,0.792,278601,0.686,0.0,F,0.188,-5.599,Minor,0.0537,142.994,4,0.47,5LHRHt1k9lMyONurDHEdrp,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",87,https://i.scdn.co/image/01f30cfdd39a885fa8e630670b535ab32c8b18eb
1781,Amber Mark,Love Me Right,2xWVD6aecDSHroyPVVcPpa,65,0.0842,0.53,291900,0.525,2.11e-05,F,0.109,-6.767,Major,0.0522,179.944,4,0.231,0tbeZu9lv8YEKSQ9tZSslu,"['electropop', 'indie r&b', 'vapor soul']",63,https://i.scdn.co/image/703958829cf24c31e650428612a8eb0d0cdcb885
1782,Nightcall,Let You Go,6JflMse23AqmddXJnGiEVJ,70,0.163,0.755,181102,0.769,0.00402,"A♯, B♭",0.36,-5.569,Minor,0.0399,114.011,4,0.416,3xFkHylXN9yHzwCQBypRFn,"['deep tropical house', 'edm', 'tropical house']",60,https://i.scdn.co/image/d4d400543823887d2b3b0927c0d41a863b41ae5b
1783,Zhavia Ward,Candlelight,3j8FPquKEOygdUMLLs1Pxr,63,0.387,0.511,189733,0.542,0.0,D,0.181,-7.398,Minor,0.336,134.907,4,0.439,1CO6e7WRJvSFenmQO8n64C,[],70,https://i.scdn.co/image/ba1f8fe050a341b23d70b61db99e8bbde1733e51
1784,Dandruffor,Minimalism,05BYhaZLTfSq0366rOFioH,60,0.178,0.801,144405,0.806,0.915,E,0.172,-9.56,Major,0.0735,123.004,4,0.62,6FmOcR9zc19jLed1YMkNhY,[],54,https://i.scdn.co/image/2c488077a0ead7c83074b9dc2569bd2a207daa63
1785,Jessie Reyez,Apple Juice,1PxE9RK6FBEp42F9QwzZyn,62,0.526,0.517,180320,0.391,0.0,F,0.177,-5.028,Minor,0.0685,139.764,3,0.342,3KedxarmBCyFBevnqQHy3P,"['canadian contemporary r&b', 'canadian pop', 'electropop', 'pop', 'r&b']",84,https://i.scdn.co/image/3475a04426bc11bd13329bb6246e6c67c274695d
1786,Ella Mai,Run My Mouth,3gfIiIN9ZrFgfI9eZDI831,61,0.567,0.556,155157,0.435,0.0,"F♯, G♭",0.115,-4.013,Major,0.0971,80.257,5,0.445,7HkdQ0gt53LP4zmHsL0nap,"['indie r&b', 'pop', 'r&b', 'uk contemporary r&b', 'urban contemporary']",83,https://i.scdn.co/image/575a623d09d4b40a0c1e956ced7e7b0378e0e58a
1787,Mac Miller,Buttons,0ZBchpb4CLk5Qqu3895Etp,61,0.437,0.578,228440,0.714,0.0,G,0.277,-4.853,Minor,0.19,75.064,4,0.524,4LLpKhyESsyAXpc4laK94U,"['hip hop', 'pop rap', 'rap']",87,https://i.scdn.co/image/ed63d93ec5348edc9cdf85c97179bbc78cd57292
1788,Kane Brown,American Bad Dream,5gTWvPbdGBBijcIHueACbv,59,0.03,0.579,198000,0.771,1.63e-06,"A♯, B♭",0.298,-5.497,Major,0.038,140.196,4,0.609,3oSJ7TBVCWMDMiYjXNiCKE,"['contemporary country', 'country road']",79,https://i.scdn.co/image/d1ec54374d940eb182d3caeccf05cd19ba3cc943
1789,Michael Ray,One That Got Away,2TLDilmv1UmRTfyb7f2Hrx,60,0.00303,0.565,218733,0.825,0.0,"A♯, B♭",0.0779,-4.245,Minor,0.0417,160.003,4,0.609,6ghiFYcwn2Vzl6K50U0UPz,"['contemporary country', 'country road', 'lift kit', 'modern country rock']",61,https://i.scdn.co/image/656a6837c367925df0116ec7c28c0a2ee29c25c8
1790,Ivan Clarke,Do You Want To Build A Snowman?,2vwIMdSn7LSjFk5YleHKqF,64,0.995,0.47,188000,0.00896,0.931,F,0.0779,-32.707,Minor,0.05,82.372,4,0.152,6CDPO2Fvp4FmhIuopGwy2W,[],55,https://i.scdn.co/image/20852254e1bbea2e0a6718aec75a0f5092da8b51
1791,Knottya,Exile,09JNM9wX7Jdovzi1sRRuVb,60,0.0112,0.802,144405,0.549,0.939,"F♯, G♭",0.134,-8.888,Minor,0.0455,122.973,4,0.637,0PodDPmvucv5fRpfaMyMXe,[],54,https://i.scdn.co/image/2c488077a0ead7c83074b9dc2569bd2a207daa63
1792,BTS,Outro: Tear,5p10VwQ8LRoyTc8LFrvPw6,66,0.327,0.711,284981,0.903,0.0,"F♯, G♭",0.0887,-2.723,Major,0.247,140.015,4,0.467,3Nrfpe0tUJi4K4DXYWgMUX,['k-pop'],91,https://i.scdn.co/image/0c9057cb30520f9f883a220051260fc66a2f3ffa
1793,"Tyler, The Creator",Hot Chocolate (feat. Jerry Paper),5sqauLoaH1jrHLg6Abpkj0,62,0.399,0.569,131187,0.358,0.0149,F,0.339,-10.877,Major,0.0402,85.141,4,0.312,4V8LLVI7PbaPR0K2TGSxFF,"['hip hop', 'pop rap', 'rap']",82,https://i.scdn.co/image/26e10f3fd0573e87a83e6611428b01420865d1f9
1794,Russ,Parkstone Drive,3hWScIEUaZGBKTnVYdNwrW,63,0.0348,0.857,205720,0.616,4.37e-06,"G♯, A♭",0.0709,-3.287,Major,0.206,94.032,4,0.152,1z7b1Pr1rSlvWRzsW3HOrS,"['hip hop', 'pop', 'rap']",84,https://i.scdn.co/image/ce8dac12e0929fa63ef3fd11dd0a89809f078afd
1795,Omar Apollo,Today (feat. Teo Halm),1fZeK4F1yZkVrEOb9ILaax,61,0.0704,0.837,194000,0.462,0.0165,"G♯, A♭",0.24,-7.817,Major,0.0331,102.048,4,0.761,5FxD8fkQZ6KcsSYupDVoSO,"['bedroom pop', 'bedroom soul', 'indie r&b', 'lo-fi beats']",67,https://i.scdn.co/image/f3bc40882f7f824a0decff1aaa4f3533141079ef
1796,Rotund Twin,Possessed,4heFNQ7iexEz7OHr9GpMZz,60,0.0316,0.805,144405,0.695,0.931,F,0.155,-8.57,Minor,0.0425,123.021,4,0.904,3i3frBjj5EasT3BsuXWGIA,[],54,https://i.scdn.co/image/2c488077a0ead7c83074b9dc2569bd2a207daa63
1797,88rising,La Cienega,3iGz75NJkqHubYUMRELLyP,63,0.506,0.61,192607,0.318,0.000617,"G♯, A♭",0.102,-9.95,Minor,0.148,109.491,3,0.214,1AhjOkOLkbHUfcHDSErXQs,[],74,https://i.scdn.co/image/00e27f6eec0c5cc7b89c872bed70b28cf16d7c42
1798,Sarcastic Sounds,I Don't Sleep,0f0gfm6wHjhqrBMHBn9Ajr,63,0.105,0.774,105143,0.352,0.741,"F♯, G♭",0.348,-13.13,Major,0.214,80.51,4,0.258,1bq8rqNnfrojn0OSAfeNXJ,"['chillhop', 'emo rap', 'lo-fi beats']",66,https://i.scdn.co/image/aa1cc2a600845d24f15ec743b21652462a76e383
1799,Loote,Wish I Never Met You,6Wrx0ZDaB3dxBDl1ZnddXT,64,0.0797,0.621,204733,0.692,0.0,G,0.0806,-5.279,Minor,0.217,165.967,4,0.705,00TKPo9MxwZ0j4ooveIxWZ,"['dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']",67,https://i.scdn.co/image/9f48b0af0921afa68e1a91e55faa146ec8a1ff36
1800,A$AP Rocky,Gunz N Butter,5N521RK66Z1FP0Oz6B4OlT,64,0.606,0.852,213573,0.632,0.0,B,0.142,-8.08,Major,0.431,140.489,4,0.716,13ubrt8QOOCPljQ2FL1Kca,"['east coast hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'trap music']",88,https://i.scdn.co/image/cce607c4d975ae49d68b484eaef51a6413fa73b1
1801,Denzel Curry,VENGEANCE | VENGEANCE [FEAT. JPEGMAFIA & ZILLAKAMI | JPEGMAF1A + Z1LLAKAM1],4d8BSdhx6WT5GtTOWpv4rh,63,0.0573,0.729,240213,0.799,4.18e-06,B,0.289,-6.136,Major,0.111,144.025,4,0.439,6fxyWrfmjcbj5d12gXeiNV,"['drill', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap music', 'underground hip hop', 'vapor trap']",76,https://i.scdn.co/image/2d7e629eec915076c2260f04b993d5d3f22fac10
1802,Juhn,Confia Remix,1Pa6vEvBMLyHcgNxU8yk23,71,0.203,0.637,234680,0.573,0.0,G,0.0685,-4.183,Minor,0.236,125.616,5,0.412,2LmcxBak1alK1bf7d1beTr,"['reggaeton flow', 'trap latino']",71,https://i.scdn.co/image/d9032c5d7cfadaf1842142ecaac67c29de2ded85
1803,Wild Child,Sinking Ship,3pC8tUjIZPORslYYmJbJcz,62,0.95,0.37,247493,0.174,0.0029,E,0.11,-19.316,Major,0.0377,92.75,4,0.181,1xLMexpeeTKQ20SwGMaGSK,"['austindie', 'chamber pop', 'deep new americana', 'folk-pop', 'indie folk', 'indie pop', 'new americana', 'stomp and holler']",61,https://i.scdn.co/image/314fc84fc153be626d38020c18c24968d0ac5e1c
1804,Coca Vango,Sauce All On Me,60vPqZFW2hJWGvT10zPLtW,61,0.0538,0.934,168425,0.628,3.72e-06,D,0.103,-5.084,Minor,0.0669,137.015,4,0.788,3GeZ2hxlimcfZ7v3qxf5UT,[],50,https://i.scdn.co/image/5c2a83eb066e48b16b16afa33eb0bc973a447545
1805,Sean Paul,Mad Love,6y68QK2SwC38YxsbxHrA8I,63,0.00523,0.804,199945,0.823,2.77e-06,B,0.168,-3.496,Major,0.147,98.026,4,0.619,3Isy6kedDrgPYoTS1dazA9,"['dance pop', 'dancehall', 'pop', 'pop rap']",83,https://i.scdn.co/image/2b630d40e1dc16992fe7cea9e5d9368f320ed311
1806,BLACKPINK,DDU-DU DDU-DU,4jUEHIrc443f743JbyLN0y,53,0.0295,0.71,209493,0.835,0.0,B,0.209,-3.499,Major,0.0586,139.948,4,0.447,41MozSoPIsD1dJM0CLPjZF,['k-pop'],84,https://i.scdn.co/image/95da0c5f4e950694b2546489caa486ddff148853
